UserID,Age,Category,Gender,Location,Income,Debt,Owns_Property,Profession,Demographics,Platform,Total_Tim_ Spent,Video_Category,Time Spent On Video,Scroll Rate,Frequency,Watch Reason,DeviceType,OS,Watch Time,CurrentActivity,ConnectionType
313,39,30-39,Other,Pakistan,44264.0,False,True,Students,Urban,Facebook,135.0,Jokes/Memes,21.0,64.0,Night,Habit,Smartphone,Android,8:30 PM,At home,Mobile Data
314,63,60-69,Female,Japan,79675.0,True,False,Waiting staff,Rural,Instagram,78.0,Jokes/Memes,9.0,50.0,Evening,Boredom,Computer,MacOS,,At school,Mobile Data
315,47,40-49,Male,Philippines,25075.0,False,True,Engineer,Rural,Instagram,,Entertainment,8.0,,Night,Procrastination,Smartphone,iOS,,At home,Mobile Data
316,55,50-59,Female,Pakistan,95948.0,True,False,Teacher,Rural,YouTube,267.0,Gaming,13.0,,Night,Entertainment,Computer,MacOS,8:30 PM,At work,Mobile Data
317,55,50-59,Other,Mexico,68454.0,True,True,driver,Rural,TikTok,197.0,Jokes/Memes,17.0,25.0,Afternoon,Boredom,Smartphone,MacOS,6:05 PM,At school,
318,62,60-69,Male,Mexico,48365.0,False,False,Students,Rural,Facebook,239.0,Entertainment,,28.0,Night,Habit,Smartphone,Android,8:30 PM,At work,Mobile Data
319,25,20-29,Other,India,92766.0,True,True,Waiting staff,Rural,TikTok,198.0,Entertainment,28.0,84.0,Afternoon,Boredom,Smartphone,MacOS,6:05 PM,At work,Wi-Fi
320,44,40-49,Male,Pakistan,68200.0,True,True,driver,Urban,TikTok,19.0,Entertainment,7.0,39.0,Afternoon,Entertainment,Smartphone,MacOS,6:05 PM,At school,Mobile Data
321,44,40-49,Female,Germany,31002.0,False,True,Students,Rural,Instagram,123.0,Life Hacks,17.0,,Morning,Entertainment,Smartphone,MacOS,9:15 AM,At school,Mobile Data
322,51,50-59,Male,United States,33947.0,False,True,Engineer,Rural,TikTok,,Gaming,1.0,5.0,Afternoon,Entertainment,Tablet,Android,6:05 PM,At home,Mobile Data
323,38,30-39,Male,United States,99222.0,True,False,Artist,Urban,YouTube,173.0,Comedy,5.0,,Evening,Habit,Smartphone,Android,,Commuting,Mobile Data
324,47,40-49,Other,India,98610.0,True,True,driver,Urban,Instagram,94.0,Trends,25.0,15.0,Evening,Habit,Smartphone,iOS,3:45 PM,Commuting,Mobile Data
325,50,50-59,Male,Mexico,72142.0,True,False,Manager,Urban,TikTok,58.0,ASMR,6.0,90.0,Afternoon,Entertainment,Smartphone,Windows,6:05 PM,At school,Wi-Fi
326,45,40-49,Female,India,76307.0,True,True,Manager,Urban,Instagram,,Gaming,26.0,67.0,Night,Habit,Computer,MacOS,8:30 PM,At work,Mobile Data
327,64,60-69,Male,United States,24493.0,False,False,Students,Rural,YouTube,227.0,Gaming,2.0,40.0,Night,Entertainment,Tablet,MacOS,,At school,Mobile Data
328,50,50-59,Male,Vietnam,70085.0,True,True,Manager,Rural,YouTube,198.0,ASMR,27.0,98.0,Afternoon,Boredom,Smartphone,Android,,Commuting,Mobile Data
329,22,20-29,Male,Barzil,54228.0,True,False,Students,Rural,TikTok,239.0,Gaming,25.0,69.0,Night,Habit,Smartphone,Windows,,At home,Mobile Data
330,36,30-39,Other,Pakistan,99676.0,True,,Students,Rural,Instagram,,Jokes/Memes,16.0,95.0,Afternoon,Habit,Tablet,Android,6:05 PM,At work,Mobile Data
331,21,20-29,Other,Japan,71875.0,True,False,driver,Rural,TikTok,,Jokes/Memes,22.0,77.0,Afternoon,Entertainment,Smartphone,iOS,6:05 PM,At school,Wi-Fi
332,52,50-59,Male,India,51655.0,True,True,Waiting staff,Rural,TikTok,35.0,Life Hacks,5.0,43.0,Afternoon,Entertainment,Tablet,iOS,6:05 PM,At work,Mobile Data
333,34,30-39,Other,India,,True,False,Students,Rural,Instagram,81.0,Vlogs,5.0,1.0,Afternoon,Habit,Smartphone,Windows,6:05 PM,At work,Mobile Data
334,61,60-69,Female,United States,69437.0,True,True,Waiting staff,Rural,TikTok,270.0,ASMR,12.0,22.0,Evening,Entertainment,Smartphone,iOS,,At school,Mobile Data
335,45,40-49,Female,Pakistan,69416.0,True,False,driver,Rural,YouTube,263.0,ASMR,3.0,62.0,Night,Boredom,Smartphone,Android,8:30 PM,At work,Mobile Data
336,47,40-49,Female,India,79711.0,True,True,Teacher,Rural,Instagram,280.0,Trends,16.0,79.0,Afternoon,Boredom,Tablet,Android,6:05 PM,Commuting,Mobile Data
337,46,40-49,Male,Barzil,26816.0,False,False,Students,Urban,Instagram,132.0,ASMR,6.0,26.0,Night,Procrastination,Tablet,Android,,At school,Mobile Data
338,63,60-69,Male,India,97175.0,True,True,Labor/Worker,Rural,Instagram,153.0,Gaming,15.0,,Evening,Entertainment,Tablet,Android,3:45 PM,At home,Mobile Data
339,23,20-29,Female,United States,84307.0,True,False,Students,Rural,Instagram,266.0,Life Hacks,15.0,48.0,Night,Boredom,Smartphone,iOS,8:30 PM,At home,Wi-Fi
340,52,50-59,Male,India,66733.0,True,True,Labor/Worker,Rural,TikTok,153.0,Gaming,29.0,,Evening,Habit,Smartphone,Windows,3:45 PM,At school,Mobile Data
341,58,50-59,Male,India,31240.0,False,True,Engineer,Rural,TikTok,268.0,Life Hacks,16.0,1.0,Morning,Boredom,Computer,iOS,,At school,Mobile Data
342,54,50-59,Other,Vietnam,91363.0,True,True,Students,Urban,YouTube,56.0,Entertainment,20.0,9.0,Morning,Entertainment,Tablet,iOS,,At school,Mobile Data
343,41,40-49,Female,India,52762.0,True,True,Cashier,Urban,Facebook,22.0,ASMR,13.0,,Morning,Habit,Computer,iOS,9:15 AM,Commuting,Mobile Data
344,46,40-49,Male,India,28259.0,False,False,driver,Urban,Facebook,,Vlogs,12.0,45.0,Evening,Entertainment,Smartphone,Android,3:45 PM,At school,Wi-Fi
345,63,60-69,Female,Barzil,70139.0,True,True,Labor/Worker,Rural,YouTube,244.0,Entertainment,10.0,2.0,Evening,Boredom,Smartphone,MacOS,3:45 PM,At school,Mobile Data
346,48,40-49,Female,United States,34849.0,False,False,Engineer,Rural,Facebook,158.0,ASMR,14.0,14.0,Night,Boredom,Computer,Android,8:30 PM,At home,Wi-Fi
347,52,50-59,Male,India,74869.0,True,True,Students,Rural,YouTube,164.0,Life Hacks,2.0,38.0,Evening,Habit,Smartphone,Android,,At school,Wi-Fi
348,50,50-59,Other,Indonesia,83095.0,True,False,Waiting staff,Urban,TikTok,175.0,Comedy,29.0,40.0,Evening,Boredom,Tablet,iOS,3:45 PM,At school,Mobile Data
349,38,30-39,Female,United States,90910.0,True,True,Engineer,Rural,Instagram,99.0,Life Hacks,3.0,,Morning,Boredom,Smartphone,Android,9:15 AM,At work,Wi-Fi
350,49,40-49,Male,India,43567.0,False,False,Labor/Worker,Rural,Instagram,195.0,Life Hacks,9.0,,Night,Entertainment,Smartphone,MacOS,,At school,Mobile Data
351,40,40-49,Male,Vietnam,55292.0,True,True,driver,Rural,TikTok,183.0,Comedy,11.0,16.0,Morning,Habit,Tablet,Android,9:15 AM,At home,Wi-Fi
352,50,50-59,Male,Barzil,94813.0,True,False,Students,Rural,Instagram,226.0,Entertainment,11.0,93.0,Evening,Habit,Smartphone,Android,,At home,Wi-Fi
353,20,20-29,Other,Germany,71631.0,True,,Manager,Rural,Instagram,273.0,Jokes/Memes,25.0,75.0,Afternoon,Habit,Tablet,Android,6:05 PM,At work,Mobile Data
354,35,30-39,Female,Pakistan,29885.0,False,False,Waiting staff,Rural,Facebook,106.0,Trends,22.0,6.0,Night,Habit,Computer,Android,8:30 PM,At work,Mobile Data
355,42,40-49,Female,Japan,79659.0,True,True,Teacher,Rural,TikTok,,Trends,10.0,,Night,Boredom,Smartphone,iOS,,At school,Wi-Fi
356,59,50-59,Male,Philippines,74306.0,True,False,Labor/Worker,Rural,Facebook,208.0,Jokes/Memes,26.0,,Night,Boredom,Smartphone,Windows,8:30 PM,At home,Mobile Data
357,48,40-49,Female,Philippines,86314.0,True,True,Labor/Worker,Rural,Facebook,30.0,Entertainment,14.0,,Evening,Entertainment,Smartphone,iOS,3:45 PM,At home,Mobile Data
358,20,20-29,Other,Japan,85087.0,True,,Waiting staff,Rural,Instagram,209.0,Pranks,9.0,96.0,Morning,Habit,Smartphone,iOS,,At home,Mobile Data
359,57,50-59,Male,Japan,49165.0,False,True,Labor/Worker,Rural,Instagram,257.0,Trends,20.0,,Night,Entertainment,Tablet,Windows,8:30 PM,At home,Mobile Data
360,63,60-69,Male,India,78929.0,True,False,Waiting staff,Rural,TikTok,285.0,Jokes/Memes,27.0,75.0,Evening,Boredom,Computer,Android,,At school,Wi-Fi
361,41,40-49,Male,India,87028.0,True,True,Students,Rural,Instagram,273.0,Jokes/Memes,21.0,,Evening,Habit,Smartphone,Android,3:45 PM,At home,Mobile Data
362,49,40-49,Other,Barzil,69812.0,True,,Students,Rural,Instagram,67.0,Trends,10.0,67.0,Afternoon,Entertainment,Tablet,Windows,6:05 PM,At work,Mobile Data
363,64,60-69,Male,United States,,True,True,Cashier,Rural,TikTok,40.0,Jokes/Memes,22.0,31.0,Evening,Procrastination,Smartphone,Android,,At home,Mobile Data
364,39,30-39,Female,India,,True,True,Teacher,Urban,Instagram,258.0,Jokes/Memes,29.0,33.0,Morning,Entertainment,Smartphone,iOS,9:15 AM,At school,Mobile Data
365,40,40-49,Female,India,78643.0,True,False,Engineer,Urban,Facebook,102.0,Trends,,88.0,Evening,Boredom,Smartphone,Android,3:45 PM,At work,Wi-Fi
366,19,15-19,Male,Pakistan,64900.0,True,True,Cashier,Urban,TikTok,274.0,Entertainment,29.0,,Afternoon,Boredom,Smartphone,Android,,At work,Mobile Data
367,44,40-49,Male,Indonesia,62946.0,True,False,Students,Urban,Instagram,280.0,Gaming,5.0,,Night,Procrastination,Tablet,iOS,8:30 PM,At home,Mobile Data
368,59,50-59,Male,Philippines,27851.0,False,True,Students,Rural,YouTube,103.0,Jokes/Memes,,15.0,Night,Boredom,Smartphone,Windows,8:30 PM,At school,Mobile Data
369,19,15-19,Female,Barzil,36288.0,False,False,Students,Urban,TikTok,163.0,Jokes/Memes,11.0,,Night,Habit,Smartphone,iOS,,Commuting,Mobile Data
370,43,40-49,Male,Japan,92692.0,True,,Labor/Worker,Rural,TikTok,294.0,Gaming,1.0,,Evening,Entertainment,Tablet,Android,3:45 PM,At work,
371,34,30-39,Male,India,87580.0,True,False,driver,Rural,YouTube,89.0,Gaming,21.0,48.0,Evening,Entertainment,Smartphone,Android,3:45 PM,At home,Mobile Data
372,57,50-59,Female,Germany,27368.0,False,True,Labor/Worker,Rural,Instagram,93.0,Life Hacks,10.0,27.0,Afternoon,Habit,Tablet,iOS,6:05 PM,At home,Wi-Fi
373,50,50-59,Male,Barzil,66403.0,True,False,Students,Urban,Instagram,46.0,Entertainment,1.0,12.0,Evening,Boredom,Computer,Android,3:45 PM,Commuting,Mobile Data
374,26,20-29,Female,Mexico,29168.0,False,True,Waiting staff,Urban,TikTok,241.0,Pranks,26.0,67.0,Morning,Habit,Tablet,iOS,,At home,Mobile Data
375,60,60-69,Other,Vietnam,69879.0,True,False,Teacher,Urban,TikTok,102.0,Gaming,22.0,30.0,Night,Boredom,Smartphone,Android,8:30 PM,At school,Wi-Fi
376,56,50-59,Female,India,79871.0,True,True,Waiting staff,Rural,Instagram,111.0,Jokes/Memes,7.0,,Morning,Entertainment,Smartphone,iOS,,At work,Wi-Fi
377,46,40-49,Other,United States,52174.0,True,False,Labor/Worker,Rural,Instagram,175.0,Pranks,28.0,87.0,Afternoon,Entertainment,Smartphone,MacOS,6:05 PM,At school,Mobile Data
378,59,50-59,Female,Pakistan,26581.0,False,True,Students,Urban,Facebook,168.0,Pranks,14.0,66.0,Night,Habit,Tablet,Android,,At school,Wi-Fi
379,43,40-49,Female,Indonesia,91853.0,True,False,driver,Rural,TikTok,23.0,Jokes/Memes,5.0,,Morning,Habit,Smartphone,Android,9:15 AM,At school,Mobile Data
380,52,50-59,Other,Pakistan,84046.0,True,True,Waiting staff,Urban,TikTok,234.0,Jokes/Memes,17.0,,Afternoon,Habit,Tablet,Android,6:05 PM,At school,Mobile Data
381,42,40-49,Male,Barzil,,True,False,Students,Rural,YouTube,82.0,Gaming,,32.0,Evening,Habit,Computer,iOS,3:45 PM,At home,Wi-Fi
382,41,40-49,Male,Philippines,46649.0,False,True,Labor/Worker,Urban,Facebook,258.0,Gaming,26.0,39.0,Evening,Entertainment,Tablet,Android,3:45 PM,At work,Wi-Fi
383,30,30-39,Male,United States,34567.0,False,True,Labor/Worker,Rural,Instagram,,Jokes/Memes,21.0,96.0,Evening,Habit,Tablet,Android,,At work,Mobile Data
384,24,20-29,Male,Mexico,81944.0,True,True,Students,Urban,Facebook,,ASMR,6.0,,Afternoon,Habit,Smartphone,MacOS,,At home,Mobile Data
385,53,50-59,Female,United States,,True,True,Students,Rural,Instagram,99.0,ASMR,16.0,43.0,Afternoon,Entertainment,Tablet,Android,,At work,Mobile Data
386,62,60-69,Male,India,48803.0,False,False,Students,Urban,Instagram,38.0,Trends,11.0,78.0,Evening,Entertainment,Smartphone,iOS,3:45 PM,At school,Mobile Data
387,37,30-39,Female,United States,38230.0,False,True,driver,Rural,Facebook,229.0,Life Hacks,10.0,3.0,Night,Habit,Smartphone,iOS,8:30 PM,At home,Mobile Data
388,18,15-19,Male,India,,False,False,Students,Rural,TikTok,224.0,Entertainment,15.0,46.0,Night,Boredom,Smartphone,Android,,At home,Wi-Fi
389,25,20-29,Male,Japan,63355.0,True,True,Manager,Urban,Instagram,230.0,Gaming,7.0,,Night,Procrastination,Smartphone,Android,,At work,Mobile Data
390,63,60-69,Male,Mexico,51259.0,True,False,Labor/Worker,Rural,Facebook,51.0,ASMR,23.0,43.0,Night,Procrastination,Tablet,iOS,,At school,Wi-Fi
391,33,30-39,Male,India,50795.0,True,True,Labor/Worker,Rural,YouTube,144.0,Life Hacks,2.0,81.0,Evening,Habit,Computer,Android,3:45 PM,At work,Mobile Data
392,31,30-39,Female,Germany,28770.0,False,False,Labor/Worker,Urban,Facebook,,Pranks,12.0,,Evening,Boredom,Tablet,Android,,At home,Wi-Fi
393,29,20-29,Male,Indonesia,31093.0,False,True,,Urban,YouTube,173.0,Jokes/Memes,19.0,74.0,Night,Boredom,Smartphone,Windows,8:30 PM,At home,Mobile Data
394,40,40-49,Male,Japan,66571.0,True,False,Students,Rural,Instagram,,Vlogs,12.0,63.0,Evening,Boredom,Computer,iOS,3:45 PM,Commuting,Wi-Fi
395,32,30-39,Male,Barzil,20193.0,False,True,Manager,Rural,Facebook,67.0,Jokes/Memes,16.0,40.0,Night,Habit,Computer,Android,8:30 PM,At home,Mobile Data
396,45,40-49,Other,United States,37569.0,False,False,driver,Urban,Facebook,34.0,Pranks,6.0,18.0,Evening,Boredom,Smartphone,Android,3:45 PM,At home,Wi-Fi
397,51,50-59,Female,Philippines,31190.0,False,True,Waiting staff,Rural,YouTube,82.0,Life Hacks,3.0,67.0,Night,Habit,Smartphone,iOS,8:30 PM,At home,Mobile Data
398,19,15-19,Other,India,82824.0,True,False,Labor/Worker,Rural,Facebook,138.0,Entertainment,2.0,62.0,Night,Habit,Tablet,Android,,At home,Mobile Data
399,49,40-49,Other,Vietnam,62752.0,True,True,Waiting staff,Rural,Facebook,96.0,Vlogs,20.0,10.0,Morning,Habit,Computer,iOS,,At home,Wi-Fi
400,40,40-49,Male,India,52327.0,True,False,Labor/Worker,Rural,Instagram,162.0,Gaming,5.0,,Morning,Habit,Tablet,Android,7:45 AM,At home,Mobile Data
401,39,30-39,Male,Vietnam,62070.0,True,True,Students,Rural,Facebook,191.0,Vlogs,11.0,73.0,Afternoon,Procrastination,Computer,Windows,7:25 PM,At home,Mobile Data
402,42,40-49,Female,United States,60197.0,True,False,driver,Rural,TikTok,134.0,Life Hacks,26.0,,Afternoon,Boredom,Smartphone,iOS,7:25 PM,At work,Mobile Data
403,39,30-39,Female,Vietnam,22261.0,False,True,Students,Urban,YouTube,,Gaming,25.0,55.0,Afternoon,Boredom,Smartphone,iOS,7:25 PM,At school,Mobile Data
404,39,30-39,Female,Germany,46512.0,False,True,Engineer,Rural,Facebook,15.0,Vlogs,3.0,46.0,Afternoon,Procrastination,Smartphone,iOS,,At home,Mobile Data
405,59,50-59,Male,United States,26716.0,False,True,Students,Urban,YouTube,134.0,Entertainment,3.0,75.0,Evening,Boredom,Tablet,Android,,At home,Mobile Data
406,23,20-29,Male,Mexico,,False,True,Engineer,Rural,YouTube,62.0,Pranks,22.0,60.0,Morning,Boredom,Tablet,Android,,At school,Mobile Data
407,32,30-39,Female,Indonesia,24378.0,False,False,driver,Rural,YouTube,75.0,Life Hacks,5.0,97.0,Evening,Procrastination,Tablet,Android,,At home,Mobile Data
408,60,60-69,Male,Mexico,60583.0,True,True,Cashier,Rural,Facebook,91.0,Entertainment,,26.0,Night,Habit,Computer,Android,,At work,Wi-Fi
409,54,50-59,Male,India,49033.0,False,False,driver,Rural,Facebook,96.0,Entertainment,23.0,27.0,Evening,Boredom,Smartphone,MacOS,3:55 PM,At work,Mobile Data
410,50,50-59,Other,India,,False,True,Engineer,Urban,YouTube,11.0,Jokes/Memes,11.0,38.0,Night,Procrastination,Tablet,iOS,11:30 PM,At work,Mobile Data
411,25,20-29,Male,Indonesia,95868.0,True,False,Waiting staff,Rural,TikTok,213.0,Jokes/Memes,3.0,22.0,Night,Habit,Computer,Android,11:30 PM,At home,Mobile Data
412,61,60-69,Male,Vietnam,62604.0,True,True,Students,Urban,YouTube,159.0,Vlogs,13.0,26.0,Morning,Entertainment,Smartphone,iOS,7:45 AM,At home,Mobile Data
413,61,60-69,Male,Philippines,88336.0,True,False,Waiting staff,Rural,TikTok,112.0,Trends,21.0,,Afternoon,Entertainment,Smartphone,Android,7:25 PM,At work,Mobile Data
414,22,20-29,Female,Pakistan,93869.0,True,True,Students,Urban,YouTube,,ASMR,8.0,,Evening,Habit,Smartphone,Android,,At home,Mobile Data
415,56,50-59,Male,India,25410.0,False,False,Waiting staff,Rural,Instagram,221.0,Gaming,20.0,35.0,Morning,Boredom,Tablet,Android,,At school,Mobile Data
416,21,20-29,Female,Indonesia,76044.0,True,True,Manager,Rural,YouTube,,ASMR,10.0,66.0,Night,Boredom,Smartphone,Android,11:30 PM,Commuting,Mobile Data
417,23,20-29,Female,Indonesia,83315.0,True,False,Students,Urban,YouTube,218.0,ASMR,2.0,99.0,Evening,Habit,Smartphone,Android,3:55 PM,At school,Mobile Data
418,62,60-69,Male,India,,True,True,Teacher,Rural,Facebook,260.0,Jokes/Memes,4.0,,Afternoon,Boredom,Smartphone,iOS,7:25 PM,Commuting,Mobile Data
419,49,40-49,Male,Barzil,26796.0,False,False,Labor/Worker,Urban,TikTok,126.0,Life Hacks,18.0,51.0,Night,Habit,Smartphone,iOS,,Commuting,Wi-Fi
420,47,40-49,Male,Vietnam,,True,True,Students,Urban,Instagram,125.0,Vlogs,19.0,18.0,Morning,Habit,Smartphone,Android,7:45 AM,At school,Wi-Fi
421,64,60-69,Male,India,63056.0,True,False,Students,Urban,TikTok,246.0,Entertainment,4.0,,Evening,Boredom,Smartphone,Android,,At school,Mobile Data
422,52,50-59,Male,Indonesia,37709.0,False,,Engineer,Rural,Instagram,114.0,Gaming,20.0,12.0,Morning,Boredom,Tablet,Windows,,Commuting,Wi-Fi
423,57,50-59,Male,India,78557.0,True,False,Waiting staff,Rural,YouTube,268.0,Pranks,26.0,3.0,Night,Entertainment,Tablet,iOS,11:30 PM,At home,Mobile Data
424,33,30-39,Male,India,37543.0,False,True,Waiting staff,Rural,Facebook,55.0,Jokes/Memes,9.0,82.0,Evening,Procrastination,Smartphone,Windows,3:55 PM,At work,Mobile Data
425,30,30-39,Male,India,57418.0,True,True,Waiting staff,Rural,Facebook,,Comedy,16.0,7.0,Evening,Habit,Smartphone,Android,3:55 PM,At work,Mobile Data
426,59,50-59,Female,Barzil,36724.0,False,True,Artist,Urban,TikTok,33.0,Pranks,26.0,,Night,Boredom,Smartphone,Android,11:30 PM,At school,Mobile Data
427,47,40-49,Male,United States,23828.0,False,True,Waiting staff,Rural,Facebook,44.0,ASMR,6.0,6.0,Evening,Habit,Computer,Android,3:55 PM,At home,Wi-Fi
428,36,30-39,Male,Mexico,37087.0,False,False,Engineer,Rural,TikTok,33.0,Trends,25.0,82.0,Evening,Entertainment,Smartphone,iOS,3:55 PM,Commuting,Wi-Fi
429,34,30-39,Male,Indonesia,32605.0,False,True,Teacher,Urban,TikTok,37.0,Vlogs,4.0,,Evening,Boredom,Computer,Android,3:55 PM,At work,Wi-Fi
430,36,30-39,Female,Vietnam,51337.0,True,False,Artist,Rural,Instagram,25.0,Pranks,9.0,,Evening,Habit,Smartphone,Android,3:55 PM,At work,Mobile Data
431,45,40-49,Male,Pakistan,25482.0,False,,Labor/Worker,Rural,TikTok,68.0,Trends,27.0,39.0,Night,Boredom,Smartphone,Android,11:30 PM,At home,Wi-Fi
432,43,40-49,Female,United States,85333.0,True,False,Students,Rural,Instagram,252.0,Comedy,13.0,,Evening,Boredom,Smartphone,Android,3:55 PM,At home,Mobile Data
433,54,50-59,Female,United States,70952.0,True,True,Waiting staff,Urban,Facebook,216.0,Gaming,9.0,9.0,Afternoon,Habit,Smartphone,MacOS,7:25 PM,At work,Wi-Fi
434,43,40-49,Male,Philippines,25463.0,False,False,Students,Rural,TikTok,280.0,Comedy,6.0,,Night,Entertainment,Tablet,Android,11:30 PM,At work,Wi-Fi
435,40,40-49,Other,Philippines,90448.0,True,True,Engineer,Rural,TikTok,258.0,Life Hacks,21.0,,Evening,Habit,Smartphone,Android,3:55 PM,At home,Wi-Fi
436,26,20-29,Other,Japan,24648.0,False,False,Students,Rural,YouTube,276.0,Vlogs,19.0,,Morning,Boredom,Tablet,Android,7:45 AM,At home,Wi-Fi
437,29,20-29,Female,Barzil,53623.0,True,True,Labor/Worker,Urban,TikTok,202.0,Trends,,88.0,Night,Boredom,Smartphone,MacOS,,At school,Mobile Data
438,18,15-19,Female,Pakistan,79156.0,True,False,Students,Urban,TikTok,227.0,Pranks,21.0,62.0,Afternoon,Entertainment,Tablet,Android,7:25 PM,At school,Wi-Fi
439,18,15-19,Male,Japan,55634.0,True,True,Students,Rural,YouTube,124.0,ASMR,15.0,,Evening,Habit,Smartphone,Windows,3:55 PM,At work,Mobile Data
440,64,60-69,Male,Barzil,,True,False,Cashier,Rural,YouTube,77.0,Jokes/Memes,3.0,77.0,Night,Entertainment,Smartphone,iOS,11:30 PM,At school,Wi-Fi
441,51,50-59,Female,Vietnam,69334.0,True,True,Cashier,Urban,Facebook,84.0,Entertainment,5.0,40.0,Night,Entertainment,Smartphone,MacOS,11:30 PM,At work,Mobile Data
442,49,40-49,Male,India,88648.0,True,False,Labor/Worker,Rural,TikTok,112.0,Vlogs,21.0,,Evening,Boredom,Smartphone,Android,,At school,Mobile Data
443,42,40-49,Male,Vietnam,42054.0,False,True,driver,Rural,Facebook,187.0,Pranks,18.0,,Morning,Habit,Smartphone,Android,,At work,Mobile Data
444,57,50-59,Male,Mexico,90028.0,True,False,Manager,Rural,Facebook,224.0,Life Hacks,14.0,,Evening,Boredom,Smartphone,Android,3:55 PM,At school,Mobile Data
445,62,60-69,Male,United States,,False,True,Students,Rural,YouTube,48.0,Life Hacks,16.0,17.0,Evening,Boredom,Tablet,Android,3:55 PM,At school,Mobile Data
446,18,15-19,Male,India,41386.0,False,True,Waiting staff,Rural,Instagram,268.0,Life Hacks,14.0,50.0,Night,Entertainment,Smartphone,Android,,At work,Mobile Data
447,33,30-39,Female,Philippines,79518.0,True,True,Labor/Worker,Rural,Facebook,213.0,Gaming,9.0,24.0,Morning,Entertainment,Smartphone,Android,7:45 AM,At home,Wi-Fi
448,56,50-59,Male,Barzil,72781.0,True,True,Engineer,Rural,Instagram,16.0,Vlogs,15.0,2.0,Evening,Boredom,Smartphone,Android,,Commuting,Mobile Data
449,22,20-29,Male,Vietnam,72780.0,True,False,Labor/Worker,Urban,TikTok,58.0,Trends,7.0,99.0,Night,Boredom,Tablet,MacOS,11:30 PM,At school,Mobile Data
450,39,30-39,Female,India,,True,True,driver,Urban,YouTube,35.0,Entertainment,14.0,,Evening,Boredom,Smartphone,Android,3:55 PM,At home,Mobile Data
451,46,40-49,Other,Mexico,64199.0,True,False,driver,Urban,TikTok,,Jokes/Memes,6.0,,Afternoon,Habit,Smartphone,Windows,,At school,Mobile Data
452,20,20-29,Male,Indonesia,81035.0,True,True,Waiting staff,Rural,TikTok,185.0,Entertainment,21.0,33.0,Evening,Boredom,Smartphone,Windows,3:55 PM,At work,Mobile Data
453,29,20-29,Male,United States,28210.0,False,False,driver,Urban,YouTube,88.0,Entertainment,,21.0,Evening,Entertainment,Computer,Android,,At work,Wi-Fi
454,43,40-49,Male,United States,64363.0,True,True,Manager,Rural,TikTok,11.0,Vlogs,20.0,74.0,Evening,Boredom,Tablet,MacOS,3:55 PM,At home,Wi-Fi
455,33,30-39,Male,Mexico,98279.0,True,False,driver,Rural,YouTube,141.0,Entertainment,8.0,53.0,Night,Entertainment,Smartphone,Android,11:30 PM,At home,Mobile Data
456,54,50-59,Other,Mexico,80348.0,True,True,,Rural,Instagram,285.0,Trends,2.0,46.0,Afternoon,Entertainment,Tablet,iOS,7:25 PM,Commuting,Mobile Data
457,39,30-39,Other,Vietnam,75284.0,True,False,Labor/Worker,Urban,TikTok,126.0,Jokes/Memes,8.0,45.0,Evening,Boredom,Smartphone,Android,3:55 PM,At school,Mobile Data
458,46,40-49,Male,India,92124.0,True,True,Waiting staff,Rural,YouTube,173.0,Trends,1.0,9.0,Evening,Entertainment,Tablet,MacOS,3:55 PM,At home,Mobile Data
459,31,30-39,Female,Japan,88847.0,True,False,Manager,Rural,Facebook,297.0,Vlogs,26.0,,Afternoon,Boredom,Tablet,iOS,,At work,Mobile Data
460,45,40-49,Male,United States,42432.0,False,True,Students,Rural,TikTok,37.0,Entertainment,17.0,,Afternoon,Habit,Tablet,Android,,At work,Mobile Data
461,22,20-29,Female,United States,84089.0,True,False,Labor/Worker,Rural,Instagram,10.0,Vlogs,19.0,35.0,Afternoon,Procrastination,Tablet,iOS,,At home,Wi-Fi
462,64,60-69,Male,Indonesia,75398.0,True,True,Labor/Worker,Rural,YouTube,,Life Hacks,5.0,82.0,Afternoon,Boredom,Smartphone,MacOS,,At home,Mobile Data
463,47,40-49,Female,Indonesia,23321.0,False,False,Labor/Worker,Rural,TikTok,65.0,Jokes/Memes,22.0,,Morning,Procrastination,Tablet,Windows,7:45 AM,At home,Wi-Fi
464,63,60-69,Male,India,57383.0,True,True,Engineer,Rural,TikTok,44.0,Life Hacks,20.0,19.0,Afternoon,Entertainment,Smartphone,Android,7:25 PM,At work,Mobile Data
465,22,20-29,Male,Mexico,98682.0,True,False,Labor/Worker,Urban,TikTok,121.0,Jokes/Memes,16.0,69.0,Night,Habit,Tablet,iOS,11:30 PM,At work,Mobile Data
466,29,20-29,Female,Barzil,99190.0,True,True,Waiting staff,Rural,Instagram,295.0,ASMR,7.0,,Evening,Habit,Smartphone,iOS,3:55 PM,At home,Wi-Fi
467,33,30-39,Female,India,72893.0,True,True,driver,Rural,YouTube,45.0,Trends,7.0,11.0,Afternoon,Entertainment,Smartphone,iOS,7:25 PM,Commuting,Wi-Fi
468,43,40-49,Male,United States,55820.0,True,True,Students,Rural,Facebook,226.0,Vlogs,18.0,74.0,Evening,Procrastination,Smartphone,Android,3:55 PM,At school,Wi-Fi
469,43,40-49,Female,Vietnam,86262.0,True,,Manager,Rural,Facebook,89.0,Life Hacks,18.0,17.0,Morning,Boredom,Smartphone,Android,7:45 AM,At work,Mobile Data
